deploy_id,ptt,instr,date,datetime,type,quality,latitude,longitude,error_radius,error_semi_major_axis,error_semi_minor_axis,error_ellipse_orientation,offset,offset_orientation,gpe_msd,gpe_u,count,comment
Lupita,167775,Mk10,02:51:56 23-May-2017,2017-05-23T02:51:56Z,Argos,B,34.3634,-121.5015,3732,30719,453,77,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:55:02 23-May-2017,2017-05-23T02:55:02Z,Argos,B,34.3728,-121.4532,3117,20248,479,76,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:27:03 23-May-2017,2017-05-23T04:27:03Z,Argos,B,34.3982,-121.4165,3274,12049,889,78,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:39:28 23-May-2017,2017-05-23T04:39:28Z,Argos,B,34.4405,-121.3306,2770,10079,761,84,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:39:28 23-May-2017,2017-05-23T04:39:28Z,Argos,B,34.441,-121.3403,2706,9823,745,84,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:33:04 23-May-2017,2017-05-23T05:33:04Z,Argos,2,34.5189,-121.3074,484,2986,78,76,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:02:41 24-May-2017,2017-05-24T01:02:41Z,Argos,B,34.5532,-121.2966,8178,13491,4956,98,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:20:44 24-May-2017,2017-05-24T02:20:44Z,Argos,2,34.6167,-121.3237,337,1602,71,94,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:49:02 24-May-2017,2017-05-24T02:49:02Z,Argos,2,34.6241,-121.3127,451,1338,152,77,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:30:35 24-May-2017,2017-05-24T03:30:35Z,Argos,B,34.6306,-121.3205,2926,3723,2299,84,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:39:00 24-May-2017,2017-05-24T03:39:00Z,Argos,B,34.6317,-121.3223,2754,3407,2225,86,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:25:31 24-May-2017,2017-05-24T04:25:31Z,Argos,B,34.6449,-121.3484,948,12854,69,33,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:26:53 24-May-2017,2017-05-24T04:26:53Z,Argos,B,34.6377,-121.3328,1290,1530,1087,76,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:23:38 24-May-2017,2017-05-24T13:23:38Z,Argos,B,34.6233,-121.3519,1973,29970,129,77,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:27:26 24-May-2017,2017-05-24T13:27:26Z,Argos,B,34.6213,-121.3646,2042,20307,205,79,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:23:45 25-May-2017,2017-05-25T03:23:45Z,Argos,2,34.6866,-121.3193,375,933,150,65,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:02:34 25-May-2017,2017-05-25T13:02:34Z,Argos,B,34.697,-121.4537,4691,51529,427,53,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:12:15 25-May-2017,2017-05-25T13:12:15Z,Argos,B,34.7211,-121.42,5977,53967,661,54,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,17:12:17 25-May-2017,2017-05-25T17:12:17Z,Argos,1,34.8072,-121.4294,934,10649,81,107,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,18:09:02 25-May-2017,2017-05-25T18:09:02Z,Argos,A,34.8555,-121.4418,3724,9201,1507,98,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:18:46 26-May-2017,2017-05-26T05:18:46Z,Argos,B,35.07,-121.5524,22990,29574,17871,86,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:26:58 27-May-2017,2017-05-27T02:26:58Z,Argos,B,35.0676,-121.5555,25636,31475,20880,131,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:26:58 27-May-2017,2017-05-27T02:26:58Z,Argos,B,35.4644,-121.8045,27077,34636,21167,100,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:00:44 27-May-2017,2017-05-27T04:00:44Z,Argos,B,35.0274,-121.6484,17554,95481,3227,121,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:01:51 27-May-2017,2017-05-27T13:01:51Z,Argos,B,35.0232,-121.8875,17074,49173,5928,112,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,15:16:10 27-May-2017,2017-05-27T15:16:10Z,Argos,0,35.137,-121.8175,1811,5441,602,172,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,18:05:53 27-May-2017,2017-05-27T18:05:53Z,Argos,B,35.1397,-121.8019,4033,4936,3294,101,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:29:03 28-May-2017,2017-05-28T03:29:03Z,Argos,B,35.0904,-121.8086,5590,10230,3054,122,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:47:37 28-May-2017,2017-05-28T03:47:37Z,Argos,B,35.1333,-121.8939,1879,4174,845,97,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:47:37 28-May-2017,2017-05-28T03:47:37Z,Argos,B,35.1147,-121.8341,4274,13854,1318,103,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:09:41 28-May-2017,2017-05-28T13:09:41Z,Argos,2,34.9452,-121.5858,398,896,176,83,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:16:04 29-May-2017,2017-05-29T03:16:04Z,Argos,B,35.0243,-121.7262,11441,221794,590,49,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:32:08 29-May-2017,2017-05-29T03:32:08Z,Argos,B,35.0084,-121.7397,3149,36631,270,70,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:08:46 30-May-2017,2017-05-30T01:08:46Z,Argos,1,34.5677,-122.063,536,883,325,126,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:43:16 30-May-2017,2017-05-30T02:43:16Z,Argos,A,34.5886,-122.0411,3198,28292,361,75,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:19:37 30-May-2017,2017-05-30T03:19:37Z,Argos,B,34.5809,-122.0469,5799,11399,2950,82,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:24:44 31-May-2017,2017-05-31T02:24:44Z,Argos,1,34.2974,-122.3329,862,1254,592,142,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:01:36 31-May-2017,2017-05-31T13:01:36Z,Argos,0,34.3591,-122.5318,2108,9745,455,33,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:09:59 31-May-2017,2017-05-31T13:09:59Z,Argos,B,34.3777,-122.5199,452,3331,61,85,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:53:20 01-Jun-2017,2017-06-01T01:53:20Z,Argos,B,34.3389,-122.6271,3719,4786,2888,87,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:07:07 01-Jun-2017,2017-06-01T03:07:07Z,Argos,B,34.474,-122.4702,3577,16599,770,93,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:37:07 02-Jun-2017,2017-06-02T01:37:07Z,Argos,B,35.078,-122.011,5881,9612,3597,85,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:40:32 02-Jun-2017,2017-06-02T02:40:32Z,Argos,B,35.0853,-121.9145,5446,8290,3577,75,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:42:05 02-Jun-2017,2017-06-02T02:42:05Z,Argos,B,34.7935,-121.4984,137565,NA,NA,NA,NA,NA,NA,NA,NA,Lon > 4 deviations from mean
Lupita,167775,Mk10,13:22:52 02-Jun-2017,2017-06-02T13:22:52Z,Argos,0,34.3686,-122.257,6887,14127,3357,31,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:47:59 02-Jun-2017,2017-06-02T13:47:59Z,Argos,B,34.3628,-122.2631,7675,45326,1299,136,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:51:22 02-Jun-2017,2017-06-02T13:51:22Z,Argos,B,34.3621,-122.2634,6839,14876,3144,134,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:31:26 03-Jun-2017,2017-06-03T02:31:26Z,Argos,B,34.1551,-122.106,3952,12117,1288,79,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:49:03 03-Jun-2017,2017-06-03T02:49:03Z,Argos,B,34.1549,-122.1256,2732,6573,1135,77,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:12:06 03-Jun-2017,2017-06-03T13:12:06Z,Argos,1,34.0714,-122.2997,874,1589,481,168,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:16:18 03-Jun-2017,2017-06-03T13:16:18Z,Argos,2,34.0823,-122.3095,290,617,136,68,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:19:47 04-Jun-2017,2017-06-04T02:19:47Z,Argos,3,33.9277,-122.3362,182,1152,28,76,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:22:28 04-Jun-2017,2017-06-04T02:22:28Z,Argos,B,33.9269,-122.3303,224,527,95,28,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:09:21 04-Jun-2017,2017-06-04T03:09:21Z,Argos,B,33.9231,-122.3277,701,2716,180,123,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:48:43 07-Jun-2017,2017-06-07T02:48:43Z,Argos,B,34.5627,-122.4879,18842,352622,1006,59,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:20:57 07-Jun-2017,2017-06-07T03:20:57Z,Argos,B,34.6251,-122.4084,13259,30772,5713,67,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:19:01 07-Jun-2017,2017-06-07T05:19:01Z,Argos,B,34.724,-122.3244,26242,56971,12087,76,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:59:21 08-Jun-2017,2017-06-08T04:59:21Z,Argos,1,34.6551,-122.1445,630,3775,105,88,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:51:47 08-Jun-2017,2017-06-08T05:51:47Z,Argos,B,34.6767,-122.116,2906,3760,2245,81,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:00:31 08-Jun-2017,2017-06-08T13:00:31Z,Argos,B,34.6824,-122.1264,7527,13836,4095,81,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:18:02 09-Jun-2017,2017-06-09T01:18:02Z,Argos,B,34.972,-121.9769,3040,41144,224,69,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:04:18 09-Jun-2017,2017-06-09T03:04:18Z,Argos,1,34.8927,-122.2312,663,1893,232,84,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:40:05 09-Jun-2017,2017-06-09T03:40:05Z,Argos,B,34.8919,-122.2462,2799,4554,1720,76,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:53:18 09-Jun-2017,2017-06-09T03:53:18Z,Argos,B,34.9357,-122.1216,11157,51030,2439,70,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:57:03 09-Jun-2017,2017-06-09T03:57:03Z,Argos,B,34.8978,-122.2174,702,4301,114,0,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:27:03 09-Jun-2017,2017-06-09T05:27:03Z,Argos,B,34.9131,-122.2149,1484,1529,1440,55,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:47:55 09-Jun-2017,2017-06-09T13:47:55Z,Argos,B,34.8333,-122.3425,3265,11753,907,137,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:48:29 09-Jun-2017,2017-06-09T13:48:29Z,Argos,B,34.8527,-122.3563,1511,2529,902,69,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,17:58:04 09-Jun-2017,2017-06-09T17:58:04Z,Argos,A,34.8486,-122.4008,3450,47592,250,113,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:09:54 10-Jun-2017,2017-06-10T01:09:54Z,Argos,B,34.858,-122.4194,8761,16532,4642,87,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:56:17 10-Jun-2017,2017-06-10T02:56:17Z,Argos,B,34.8633,-122.4232,6720,12346,3657,84,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:08:53 10-Jun-2017,2017-06-10T03:08:53Z,Argos,2,34.7944,-122.5395,383,510,287,164,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:22:24 10-Jun-2017,2017-06-10T03:22:24Z,Argos,3,34.7915,-122.5384,182,401,82,115,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:34:03 10-Jun-2017,2017-06-10T04:34:03Z,Argos,B,34.7944,-122.5461,1247,1585,980,93,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:16:56 10-Jun-2017,2017-06-10T05:16:56Z,Argos,B,34.7953,-122.5464,1483,1927,1141,99,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,16:37:18 10-Jun-2017,2017-06-10T16:37:18Z,Argos,A,34.7253,-122.6913,239,399,143,174,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,17:02:10 10-Jun-2017,2017-06-10T17:02:10Z,Argos,B,34.7256,-122.6943,723,837,624,90,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,17:32:35 10-Jun-2017,2017-06-10T17:32:35Z,Argos,B,34.7167,-122.6981,1305,1889,900,48,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,18:20:55 10-Jun-2017,2017-06-10T18:20:55Z,Argos,B,34.6766,-122.717,3259,6653,1596,79,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:00:57 11-Jun-2017,2017-06-11T01:00:57Z,Argos,B,34.6044,-122.7922,3859,19013,783,104,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:01:35 11-Jun-2017,2017-06-11T01:01:35Z,Argos,B,34.6071,-122.7833,2586,6701,997,104,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:11:17 11-Jun-2017,2017-06-11T01:11:17Z,Argos,B,34.6019,-122.7791,2425,5108,1150,105,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:12:58 11-Jun-2017,2017-06-11T01:12:58Z,Argos,A,34.6595,-122.773,323,454,229,162,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:18:29 11-Jun-2017,2017-06-11T04:18:29Z,Argos,A,34.6034,-122.7661,469,1452,151,13,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:33:09 11-Jun-2017,2017-06-11T04:33:09Z,Argos,B,34.6093,-122.7647,721,924,562,10,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,17:59:00 11-Jun-2017,2017-06-11T17:59:00Z,Argos,B,34.6796,-122.8134,2564,103177,63,85,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,18:48:53 11-Jun-2017,2017-06-11T18:48:53Z,Argos,B,34.6648,-122.9705,3164,37844,264,45,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:07:37 12-Jun-2017,2017-06-12T04:07:37Z,Argos,B,34.7399,-122.9747,13250,204321,859,144,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:17:18 13-Jun-2017,2017-06-13T03:17:18Z,Argos,B,34.5507,-122.8771,19179,263349,1396,140,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:31:01 13-Jun-2017,2017-06-13T03:31:01Z,Argos,2,34.3944,-122.7375,349,430,282,58,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:34:26 13-Jun-2017,2017-06-13T03:34:26Z,Argos,B,34.3957,-122.7356,664,1069,412,146,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:12:27 13-Jun-2017,2017-06-13T04:12:27Z,Argos,Z,34.6434,-122.5259,43131,120639,15420,63,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:55:57 13-Jun-2017,2017-06-13T04:55:57Z,Argos,B,34.3868,-122.7333,2749,4679,1615,80,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:03:32 13-Jun-2017,2017-06-13T13:03:32Z,Argos,A,34.3083,-122.7149,11415,117666,1107,95,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:07:31 13-Jun-2017,2017-06-13T13:07:31Z,Argos,1,34.3172,-122.656,881,1151,674,179,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:05:36 14-Jun-2017,2017-06-14T02:05:36Z,Argos,B,34.1513,-122.4707,15073,34329,6618,63,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:04:59 14-Jun-2017,2017-06-14T03:04:59Z,Argos,0,34.1501,-122.3836,11444,189422,691,79,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:07:22 14-Jun-2017,2017-06-14T03:07:22Z,Argos,B,34.1531,-122.3668,6212,65558,588,79,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:44:46 14-Jun-2017,2017-06-14T03:44:46Z,Argos,A,34.1698,-122.2759,662,3228,135,63,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:35:38 14-Jun-2017,2017-06-14T04:35:38Z,Argos,B,34.1734,-122.2302,3768,5527,2568,74,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:26:30 15-Jun-2017,2017-06-15T02:26:30Z,Argos,B,34.2467,-120.9714,7485,10024,5588,93,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:41:31 15-Jun-2017,2017-06-15T02:41:31Z,Argos,B,34.2042,-122.1381,10946,40287,2973,76,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:53:20 16-Jun-2017,2017-06-16T03:53:20Z,Argos,A,34.4181,-122.2467,2636,12141,572,8,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:59:26 17-Jun-2017,2017-06-17T01:59:26Z,Argos,0,34.6031,-121.3556,7706,501930,118,79,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:03:14 17-Jun-2017,2017-06-17T03:03:14Z,Argos,B,34.4161,-122.1992,7016,29262,1682,128,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:38:39 17-Jun-2017,2017-06-17T03:38:39Z,Argos,B,34.4015,-122.278,6731,14122,3208,55,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,15:53:10 17-Jun-2017,2017-06-17T15:53:10Z,Argos,0,34.4158,-122.2907,5397,6818,4271,4,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:40:35 18-Jun-2017,2017-06-18T02:40:35Z,Argos,B,34.442,-122.282,114845,304152,43364,21,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:01:04 18-Jun-2017,2017-06-18T03:01:04Z,Argos,B,34.4523,-122.2513,206328,910106,46776,95,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,15:31:48 18-Jun-2017,2017-06-18T15:31:48Z,Argos,B,34.546,-122.237,6799,44884,1029,96,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:04:10 19-Jun-2017,2017-06-19T01:04:10Z,Argos,A,34.5541,-122.3825,541,1433,204,160,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:07:01 19-Jun-2017,2017-06-19T01:07:01Z,Argos,2,34.5535,-122.381,464,590,363,52,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:07:18 19-Jun-2017,2017-06-19T01:07:18Z,Argos,B,34.5595,-122.3844,209,308,141,155,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:53:07 19-Jun-2017,2017-06-19T02:53:07Z,Argos,B,34.5449,-122.5058,4846,5848,4014,90,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:42:20 19-Jun-2017,2017-06-19T03:42:20Z,Argos,2,34.5433,-122.4025,310,408,236,59,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:23:10 19-Jun-2017,2017-06-19T05:23:10Z,Argos,B,34.5289,-122.4571,4867,6006,3943,85,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:13:45 19-Jun-2017,2017-06-19T13:13:45Z,Argos,B,34.4867,-122.5676,7619,125495,462,6,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:26:38 19-Jun-2017,2017-06-19T13:26:38Z,Argos,1,34.7752,-122.5115,594,810,435,28,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:26:51 19-Jun-2017,2017-06-19T13:26:51Z,Argos,2,34.7783,-122.5074,470,879,251,52,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:26:32 20-Jun-2017,2017-06-20T02:26:32Z,Argos,2,34.728,-122.5698,326,736,144,72,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:35:13 20-Jun-2017,2017-06-20T02:35:13Z,Argos,2,34.7267,-122.5879,492,1339,180,64,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:56:09 20-Jun-2017,2017-06-20T05:56:09Z,Argos,B,34.7378,-122.5803,3046,15882,584,108,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:48:37 21-Jun-2017,2017-06-21T02:48:37Z,Argos,1,34.7318,-122.771,996,12908,76,104,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:26:04 21-Jun-2017,2017-06-21T05:26:04Z,Argos,1,34.7617,-122.7993,878,5369,143,72,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:06:25 21-Jun-2017,2017-06-21T13:06:25Z,Argos,B,34.7112,-122.8379,5131,44848,586,73,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:11:23 22-Jun-2017,2017-06-22T03:11:23Z,Argos,A,34.6777,-122.8482,256,493,132,19,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:33:02 22-Jun-2017,2017-06-22T03:33:02Z,Argos,B,34.7066,-122.8825,2274,10509,491,129,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:51:38 22-Jun-2017,2017-06-22T03:51:38Z,Argos,B,34.6918,-122.8715,1449,3309,634,119,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:51:38 22-Jun-2017,2017-06-22T03:51:38Z,Argos,B,34.694,-122.8721,1177,2645,523,107,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:39:56 23-Jun-2017,2017-06-23T01:39:56Z,Argos,2,34.7833,-123.0679,307,432,218,61,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:56:39 23-Jun-2017,2017-06-23T01:56:39Z,Argos,B,34.7833,-123.0676,1858,2276,1516,90,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:47:22 23-Jun-2017,2017-06-23T02:47:22Z,Argos,2,34.801,-123.0732,352,649,191,65,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:19:27 23-Jun-2017,2017-06-23T03:19:27Z,Argos,A,34.7901,-123.0797,210,291,151,77,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:40:00 23-Jun-2017,2017-06-23T03:40:00Z,Argos,3,34.7847,-123.0873,135,239,76,56,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,16:11:57 23-Jun-2017,2017-06-23T16:11:57Z,Argos,B,34.7864,-123.2061,3673,4520,2984,83,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:10:48 24-Jun-2017,2017-06-24T01:10:48Z,Argos,Z,30.1023,-124.6635,2725,15466,480,147,NA,NA,NA,NA,NA,Lat > 4 deviations from mean
Lupita,167775,Mk10,02:24:12 24-Jun-2017,2017-06-24T02:24:12Z,Argos,A,34.6816,-123.2575,177,411,76,55,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,02:46:24 24-Jun-2017,2017-06-24T02:46:24Z,Argos,3,34.6628,-123.2385,233,968,55,102,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:27:10 24-Jun-2017,2017-06-24T03:27:10Z,Argos,1,34.6482,-123.25,575,2842,116,93,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:04:34 24-Jun-2017,2017-06-24T04:04:34Z,Argos,B,34.6357,-123.2405,2400,3060,1882,72,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:21:19 24-Jun-2017,2017-06-24T05:21:19Z,Argos,B,34.6183,-123.2442,3698,5697,2401,74,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,17:47:33 24-Jun-2017,2017-06-24T17:47:33Z,Argos,0,34.5784,-123.2209,5752,70916,466,124,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:37:55 25-Jun-2017,2017-06-25T01:37:55Z,Argos,B,34.5088,-123.2721,2518,13191,480,125,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,01:55:33 25-Jun-2017,2017-06-25T01:55:33Z,Argos,1,34.5165,-123.2681,1374,25913,72,78,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:19:53 25-Jun-2017,2017-06-25T03:19:53Z,Argos,3,34.508,-123.2733,187,600,57,71,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:37:06 25-Jun-2017,2017-06-25T03:37:06Z,Argos,1,34.5049,-123.2727,743,1211,455,14,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:57:54 25-Jun-2017,2017-06-25T03:57:54Z,Argos,3,34.5026,-123.2671,228,265,195,38,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,04:09:08 25-Jun-2017,2017-06-25T04:09:08Z,Argos,2,34.5054,-123.2775,356,845,149,112,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,05:01:48 25-Jun-2017,2017-06-25T05:01:48Z,Argos,B,34.5012,-123.2814,1165,1836,739,81,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:04:29 26-Jun-2017,2017-06-26T03:04:29Z,Argos,3,34.2844,-123.2592,145,551,38,85,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:11:46 26-Jun-2017,2017-06-26T03:11:46Z,Argos,3,34.282,-123.254,145,188,111,134,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:27:11 26-Jun-2017,2017-06-26T03:27:11Z,Argos,3,34.2871,-123.2569,159,228,109,109,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,03:43:11 26-Jun-2017,2017-06-26T03:43:11Z,Argos,3,34.2913,-123.2502,198,248,157,163,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:01:42 26-Jun-2017,2017-06-26T13:01:42Z,Argos,3,34.1667,-122.9867,238,630,89,90,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:49:49 26-Jun-2017,2017-06-26T13:49:49Z,Argos,2,34.1496,-122.9676,377,824,172,37,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:49:49 26-Jun-2017,2017-06-26T13:49:49Z,Argos,B,34.1527,-122.9605,383,1024,143,45,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,13:50:19 26-Jun-2017,2017-06-26T13:50:19Z,Argos,3,34.1386,-122.9652,153,188,124,79,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,14:39:41 26-Jun-2017,2017-06-26T14:39:41Z,Argos,3,34.1133,-122.9474,191,251,144,64,NA,NA,NA,NA,NA,NA
Lupita,167775,Mk10,15:26:32 26-Jun-2017,2017-06-26T15:26:32Z,Argos,1,34.0836,-122.9222,873,5572,136,99,NA,NA,NA,NA,NA,NA
