DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
Dinga,167773,Mk10,05:18:00 10-Apr-2017,Argos,B,28.9606,-118.2222,782,5091,120,142,,,,,,
Dinga,167773,Mk10,13:01:32 10-Apr-2017,Argos,B,28.9621,-118.2364,1908,72098,50,96,,,,,,
Dinga,167773,Mk10,01:00:04 11-Apr-2017,Argos,B,29.0277,-118.2377,3773,7583,1876,100,,,,,,Lat > 4 deviations from mean
Dinga,167773,Mk10,01:17:11 11-Apr-2017,Argos,B,28.9625,-118.2347,1687,18952,150,109,,,,,,
Dinga,167773,Mk10,01:29:39 11-Apr-2017,Argos,3,28.9591,-118.2268,207,493,87,77,,,,,,
Dinga,167773,Mk10,02:40:47 11-Apr-2017,Argos,B,28.9618,-118.2298,1378,1769,1073,73,,,,,,
Dinga,167773,Mk10,03:21:51 11-Apr-2017,Argos,B,28.9624,-118.2304,1447,1760,1188,80,,,,,,
Dinga,167773,Mk10,04:11:43 11-Apr-2017,Argos,B,28.9533,-118.2107,1131,14252,89,123,,,,,,
Dinga,167773,Mk10,04:56:27 11-Apr-2017,Argos,A,28.9609,-118.2217,299,1555,57,81,,,,,,
Dinga,167773,Mk10,13:32:36 11-Apr-2017,Argos,B,28.9871,-118.2347,1970,6157,630,70,,,,,,
Dinga,167773,Mk10,01:05:56 12-Apr-2017,Argos,3,28.9453,-118.2261,145,207,101,66,,,,,,
Dinga,167773,Mk10,02:27:20 12-Apr-2017,Argos,B,28.9435,-118.2253,902,4632,175,68,,,,,,
Dinga,167773,Mk10,04:34:46 12-Apr-2017,Argos,2,28.944,-118.2129,305,777,119,63,,,,,,
Dinga,167773,Mk10,01:58:44 13-Apr-2017,Argos,3,28.9455,-118.2271,147,419,51,99,,,,,,
Dinga,167773,Mk10,02:16:20 13-Apr-2017,Argos,1,28.944,-118.2273,665,6883,64,78,,,,,,
Dinga,167773,Mk10,03:56:25 13-Apr-2017,Argos,B,28.9459,-118.2263,1406,1779,1110,80,,,,,,
Dinga,167773,Mk10,04:15:51 13-Apr-2017,Argos,A,28.9359,-118.1912,146,207,103,88,,,,,,
Dinga,167773,Mk10,05:09:02 13-Apr-2017,Argos,B,28.935,-118.1899,977,1180,808,82,,,,,,
Dinga,167773,Mk10,05:56:01 13-Apr-2017,Argos,B,28.9217,-118.201,946,3457,259,127,,,,,,
Dinga,167773,Mk10,13:03:00 13-Apr-2017,Argos,A,28.9431,-118.2256,1200,9490,151,82,,,,,,
Dinga,167773,Mk10,13:04:28 13-Apr-2017,Argos,3,28.9451,-118.2259,149,420,52,63,,,,,,
Dinga,167773,Mk10,01:54:20 14-Apr-2017,Argos,B,28.9434,-118.2714,2783,11326,683,77,,,,,,
Dinga,167773,Mk10,03:46:53 14-Apr-2017,Argos,A,28.9521,-118.246,770,4732,125,153,,,,,,
Dinga,167773,Mk10,03:55:51 14-Apr-2017,Argos,B,28.9512,-118.246,853,1988,366,152,,,,,,
Dinga,167773,Mk10,01:29:24 15-Apr-2017,Argos,3,28.9451,-118.2268,195,808,47,71,,,,,,
Dinga,167773,Mk10,01:55:04 15-Apr-2017,Argos,3,28.9452,-118.2272,185,494,69,65,,,,,,
Dinga,167773,Mk10,03:37:41 15-Apr-2017,Argos,B,28.9457,-118.23,1955,2314,1651,74,,,,,,
Dinga,167773,Mk10,04:24:45 15-Apr-2017,Argos,B,28.9463,-118.2308,2080,2334,1852,68,,,,,,
Dinga,167773,Mk10,01:06:40 16-Apr-2017,Argos,B,28.9483,-118.2038,2287,55191,94,82,,,,,,
Dinga,167773,Mk10,01:44:48 16-Apr-2017,Argos,A,28.949,-118.2262,202,300,135,175,,,,,,
Dinga,167773,Mk10,02:00:12 16-Apr-2017,Argos,3,28.9468,-118.2279,186,696,49,112,,,,,,
Dinga,167773,Mk10,03:24:56 16-Apr-2017,Argos,A,28.9416,-118.2076,161,215,120,99,,,,,,
Dinga,167773,Mk10,04:56:41 16-Apr-2017,Argos,B,28.9372,-118.2072,1263,1549,1029,78,,,,,,
Dinga,167773,Mk10,02:19:16 17-Apr-2017,Argos,B,28.9301,-118.1205,1871,38474,91,106,,,,,,Lon > 4 deviations from mean
Dinga,167773,Mk10,03:12:00 17-Apr-2017,Argos,A,28.9657,-118.2222,1412,8184,243,125,,,,,,
Dinga,167773,Mk10,04:40:38 17-Apr-2017,Argos,B,28.9821,-118.2723,4938,6181,3944,110,,,,,,
Dinga,167773,Mk10,01:52:53 18-Apr-2017,Argos,B,28.9672,-118.2621,9806,23594,4075,65,,,,,,
Dinga,167773,Mk10,02:38:31 18-Apr-2017,Argos,2,28.9635,-118.2176,387,783,191,98,,,,,,
Dinga,167773,Mk10,03:00:15 18-Apr-2017,Argos,A,28.9545,-118.2066,1933,17064,219,74,,,,,,
Dinga,167773,Mk10,04:10:14 18-Apr-2017,Argos,B,28.9594,-118.2111,8050,10477,6185,86,,,,,,
Dinga,167773,Mk10,05:12:02 18-Apr-2017,Argos,B,28.9606,-118.2101,7602,9363,6171,89,,,,,,
Dinga,167773,Mk10,01:28:40 19-Apr-2017,Argos,A,28.9464,-118.2215,474,6558,34,74,,,,,,
Dinga,167773,Mk10,02:09:44 19-Apr-2017,Argos,B,28.9453,-118.2225,743,12667,43,97,,,,,,
Dinga,167773,Mk10,03:09:44 19-Apr-2017,Argos,B,28.9523,-118.2278,1275,2159,752,95,,,,,,
Dinga,167773,Mk10,04:47:06 19-Apr-2017,Argos,B,28.9257,-118.2185,1553,3334,723,77,,,,,,
Dinga,167773,Mk10,01:07:28 20-Apr-2017,Argos,A,29.6137,-118.2572,64913,877129,4803,71,,,,,,
Dinga,167773,Mk10,01:31:55 20-Apr-2017,Argos,B,29.6225,-118.2236,71091,220608,22908,72,,,,,,
Dinga,167773,Mk10,02:49:33 20-Apr-2017,Argos,B,29.6483,-118.2102,63229,111466,35865,76,,,,,,
Dinga,167773,Mk10,02:29:03 21-Apr-2017,Argos,B,31.0054,-117.3009,299335,,,,,,,,,
Dinga,167773,Mk10,13:02:36 21-Apr-2017,Argos,A,31.1361,-118.6659,440982,,,,,,,,,
Dinga,167773,Mk10,13:04:31 21-Apr-2017,Argos,B,31.057,-118.8471,5935,18423,1911,153,,,,,,
Dinga,167773,Mk10,02:00:37 22-Apr-2017,Argos,B,31.4838,-119.3502,11145,28338,4383,98,,,,,,
Dinga,167773,Mk10,02:14:34 22-Apr-2017,Argos,1,31.4992,-119.2997,1112,8216,150,73,,,,,,
Dinga,167773,Mk10,02:14:34 22-Apr-2017,Argos,1,31.4931,-119.3215,902,3391,240,84,,,,,,
Dinga,167773,Mk10,03:54:34 22-Apr-2017,Argos,B,31.5368,-119.383,7588,21756,2646,15,,,,,,
Dinga,167773,Mk10,03:54:34 22-Apr-2017,Argos,B,31.5358,-119.3777,713,4463,113,23,,,,,,
Dinga,167773,Mk10,04:27:56 22-Apr-2017,Argos,1,31.5458,-119.3839,597,768,463,17,,,,,,
Dinga,167773,Mk10,01:31:53 23-Apr-2017,Argos,1,32.0238,-119.798,537,3062,94,79,,,,,,
Dinga,167773,Mk10,01:44:17 23-Apr-2017,Argos,2,32.0324,-119.7907,266,435,163,62,,,,,,
Dinga,167773,Mk10,01:59:47 23-Apr-2017,Argos,2,32.0435,-119.8105,387,1738,86,84,,,,,,
Dinga,167773,Mk10,04:11:01 23-Apr-2017,Argos,B,32.1027,-119.8746,2512,3715,1697,77,,,,,,
Dinga,167773,Mk10,01:03:55 24-Apr-2017,Argos,B,32.8105,-120.4503,6304,76411,520,80,,,,,,
Dinga,167773,Mk10,02:46:13 24-Apr-2017,Argos,2,32.9017,-120.3302,332,426,258,105,,,,,,
Dinga,167773,Mk10,02:50:19 24-Apr-2017,Argos,B,32.9049,-120.3302,558,3000,103,87,,,,,,
Dinga,167773,Mk10,03:28:19 24-Apr-2017,Argos,B,32.9263,-120.3298,2052,2534,1661,88,,,,,,
Dinga,167773,Mk10,01:37:59 25-Apr-2017,Argos,A,33.3305,-120.9946,1497,3269,685,46,,,,,,
Dinga,167773,Mk10,02:18:19 25-Apr-2017,Argos,A,33.351,-120.9775,1415,1664,1202,117,,,,,,
Dinga,167773,Mk10,02:22:43 25-Apr-2017,Argos,A,33.3463,-120.9979,196,409,93,114,,,,,,
Dinga,167773,Mk10,03:28:50 25-Apr-2017,Argos,B,33.3828,-121.013,1322,4486,389,20,,,,,,
Dinga,167773,Mk10,05:04:24 25-Apr-2017,Argos,B,33.4014,-121.0156,1020,40459,25,78,,,,,,
Dinga,167773,Mk10,01:32:28 26-Apr-2017,Argos,B,33.9337,-121.0926,3872,8030,1867,50,,,,,,
Dinga,167773,Mk10,01:47:32 26-Apr-2017,Argos,3,33.5744,-121.4969,213,373,121,97,,,,,,
Dinga,167773,Mk10,01:58:38 26-Apr-2017,Argos,2,33.5736,-121.4989,475,6278,36,77,,,,,,
Dinga,167773,Mk10,03:06:51 26-Apr-2017,Argos,B,33.5986,-121.5152,3945,4882,3187,83,,,,,,
Dinga,167773,Mk10,03:33:52 26-Apr-2017,Argos,B,33.6091,-121.5166,4588,5900,3567,83,,,,,,
Dinga,167773,Mk10,03:33:52 26-Apr-2017,Argos,B,33.5979,-121.5163,4726,5558,4017,20,,,,,,
Dinga,167773,Mk10,04:48:31 26-Apr-2017,Argos,B,33.6438,-121.5206,1485,2939,750,81,,,,,,
Dinga,167773,Mk10,01:17:02 27-Apr-2017,Argos,B,34.1292,-121.5739,4279,7752,2361,86,,,,,,
Dinga,167773,Mk10,01:19:28 27-Apr-2017,Argos,1,34.0898,-121.7753,1109,2541,484,61,,,,,,
Dinga,167773,Mk10,01:34:30 27-Apr-2017,Argos,B,34.0964,-121.7756,2417,3020,1933,82,,,,,,
Dinga,167773,Mk10,03:08:03 27-Apr-2017,Argos,B,34.1243,-121.8059,3081,30067,315,141,,,,,,
Dinga,167773,Mk10,04:23:55 27-Apr-2017,Argos,B,34.1182,-121.8023,2079,4476,965,138,,,,,,
Dinga,167773,Mk10,04:35:14 27-Apr-2017,Argos,B,34.1454,-121.7933,2316,3721,1441,148,,,,,,
Dinga,167773,Mk10,02:26:32 28-Apr-2017,Argos,B,34.1281,-121.9022,3650,56799,234,140,,,,,,
Dinga,167773,Mk10,02:47:35 28-Apr-2017,Argos,A,34.2194,-121.9563,185,633,53,82,,,,,,
Dinga,167773,Mk10,02:48:54 28-Apr-2017,Argos,A,34.2197,-121.9552,144,261,79,94,,,,,,
Dinga,167773,Mk10,04:06:35 28-Apr-2017,Argos,B,34.2193,-121.9511,844,5946,119,60,,,,,,
Dinga,167773,Mk10,01:54:59 29-Apr-2017,Argos,A,34.1207,-122.2798,310,543,176,109,,,,,,
Dinga,167773,Mk10,02:21:20 29-Apr-2017,Argos,B,34.1171,-122.2794,1480,21945,99,88,,,,,,
Dinga,167773,Mk10,03:34:43 29-Apr-2017,Argos,B,34.1283,-122.2941,2906,4561,1851,95,,,,,,
Dinga,167773,Mk10,04:01:10 29-Apr-2017,Argos,B,34.1277,-122.2927,1469,2772,778,106,,,,,,
Dinga,167773,Mk10,01:22:11 30-Apr-2017,Argos,A,34.4025,-122.7486,268,560,128,136,,,,,,
Dinga,167773,Mk10,01:57:30 30-Apr-2017,Argos,B,34.4046,-122.7549,631,2126,187,79,,,,,,
Dinga,167773,Mk10,03:28:23 30-Apr-2017,Argos,A,34.4213,-122.7743,610,2262,164,119,,,,,,
Dinga,167773,Mk10,03:40:36 30-Apr-2017,Argos,B,34.4198,-122.7722,827,1710,399,119,,,,,,
Dinga,167773,Mk10,05:04:09 30-Apr-2017,Argos,B,34.4346,-122.7918,1479,2038,1072,105,,,,,,
Dinga,167773,Mk10,01/05/2017 01:34,Argos,B,34.4627,-122.877,3316,99059,111,20,,,,,,
Dinga,167773,Mk10,01/05/2017 02:19,Argos,B,34.5268,-122.8989,4516,5771,3533,49,,,,,,
Dinga,167773,Mk10,01/05/2017 02:35,Argos,B,34.5929,-122.8405,2554,5652,1153,23,,,,,,
Dinga,167773,Mk10,01/05/2017 03:12,Argos,B,34.6052,-122.8709,5621,15270,2069,128,,,,,,
Dinga,167773,Mk10,01/05/2017 03:55,Argos,B,34.6206,-122.8654,4497,8398,2407,129,,,,,,
Dinga,167773,Mk10,02/05/2017 01:10,Argos,B,35.0718,-122.7282,5303,6289,4471,166,,,,,,
Dinga,167773,Mk10,02/05/2017 01:58,Argos,B,35.2222,-122.59,7299,247924,214,74,,,,,,
Dinga,167773,Mk10,02/05/2017 02:00,Argos,A,35.2567,-122.4916,281,523,151,74,,,,,,
Dinga,167773,Mk10,02/05/2017 03:40,Argos,B,35.4581,-122.3716,1672,3250,860,80,,,,,,
Dinga,167773,Mk10,03/05/2017 01:25,Argos,B,35.4735,-122.3966,4598,6632,3187,60,,,,,,
Dinga,167773,Mk10,03/05/2017 01:46,Argos,B,35.7971,-122.3218,1942,25837,145,149,,,,,,
Dinga,167773,Mk10,03/05/2017 02:21,Argos,B,35.8969,-122.3006,1451,1524,1380,115,,,,,,
Dinga,167773,Mk10,03/05/2017 03:16,Argos,B,36.0358,-122.2446,2190,4942,970,67,,,,,,
Dinga,167773,Mk10,03/05/2017 04:03,Argos,B,36.0671,-122.2423,2181,4842,982,74,,,,,,
Dinga,167773,Mk10,04/05/2017 01:41,Argos,A,35.8555,-122.2921,8672,137197,548,74,,,,,,
Dinga,167773,Mk10,04/05/2017 01:57,Argos,B,35.855,-122.2995,5426,30363,969,64,,,,,,
Dinga,167773,Mk10,04/05/2017 02:40,Argos,1,35.8311,-122.3225,1040,9155,118,104,,,,,,
Dinga,167773,Mk10,04/05/2017 03:16,Argos,B,35.8338,-122.2881,2363,25515,218,91,,,,,,
Dinga,167773,Mk10,04/05/2017 03:36,Argos,B,35.8324,-122.3092,559,1001,311,156,,,,,,
Dinga,167773,Mk10,04/05/2017 04:35,Argos,B,35.863,-122.2569,1237,1438,1063,132,,,,,,
Dinga,167773,Mk10,05/05/2017 02:12,Argos,B,35.8541,-122.274,4515,6035,3377,124,,,,,,
Dinga,167773,Mk10,05/05/2017 03:06,Argos,2,35.9976,-122.2207,325,842,125,87,,,,,,
Dinga,167773,Mk10,05/05/2017 03:12,Argos,3,36.0022,-122.2208,231,255,208,43,,,,,,
Dinga,167773,Mk10,05/05/2017 03:24,Argos,1,36.0113,-122.1902,737,1736,312,121,,,,,,
Dinga,167773,Mk10,05/05/2017 03:45,Argos,3,35.999,-122.1776,162,252,104,114,,,,,,
Dinga,167773,Mk10,05/05/2017 13:20,Argos,1,35.9769,-122.2881,963,3864,239,69,,,,,,
Dinga,167773,Mk10,05/05/2017 13:45,Argos,B,35.9764,-122.2904,4685,6924,3170,142,,,,,,
Dinga,167773,Mk10,05/05/2017 13:46,Argos,B,35.9844,-122.2886,472,1022,217,78,,,,,,
Dinga,167773,Mk10,05/05/2017 13:46,Argos,B,35.9809,-122.2891,6991,12409,3938,8,,,,,,
Dinga,167773,Mk10,06/05/2017 01:10,Argos,B,36.5456,-121.9811,3082,4385,2165,49,,,,,,Lat > 4 deviations from mean
Dinga,167773,Mk10,06/05/2017 01:16,Argos,B,36.0381,-122.3556,5574,16179,1920,42,,,,,,
Dinga,167773,Mk10,06/05/2017 01:33,Argos,1,36.0241,-122.4505,1469,3304,653,170,,,,,,
Dinga,167773,Mk10,06/05/2017 03:04,Argos,B,36.0928,-122.4012,7137,9016,5649,87,,,,,,
Dinga,167773,Mk10,06/05/2017 03:14,Argos,A,36.037,-122.443,374,1768,78,154,,,,,,
Dinga,167773,Mk10,06/05/2017 13:24,Argos,B,35.9989,-122.4455,2846,5766,1405,89,,,,,,
Dinga,167773,Mk10,06/05/2017 13:33,Argos,B,36.0264,-122.4047,11792,87961,1580,61,,,,,,
Dinga,167773,Mk10,07/05/2017 02:45,Argos,B,35.8904,-122.592,4424,16651,1175,95,,,,,,
Dinga,167773,Mk10,07/05/2017 02:45,Argos,B,35.8549,-122.6137,4175,45681,381,97,,,,,,
Dinga,167773,Mk10,07/05/2017 04:29,Argos,B,35.9034,-122.5802,3290,12852,842,102,,,,,,
Dinga,167773,Mk10,07/05/2017 05:21,Argos,B,35.9088,-122.5614,3910,6575,2324,112,,,,,,
Dinga,167773,Mk10,07/05/2017 13:21,Argos,B,35.7879,-122.6092,4158,11125,1554,104,,,,,,
Dinga,167773,Mk10,08/05/2017 01:52,Argos,B,35.9678,-122.3798,6381,15180,2682,95,,,,,,
Dinga,167773,Mk10,08/05/2017 02:13,Argos,2,35.6154,-122.5161,268,920,77,105,,,,,,
Dinga,167773,Mk10,08/05/2017 02:33,Argos,1,35.6132,-122.5196,623,8477,45,77,,,,,,
Dinga,167773,Mk10,08/05/2017 03:37,Argos,A,35.6322,-122.5304,612,1281,292,169,,,,,,
Dinga,167773,Mk10,08/05/2017 03:55,Argos,B,35.6343,-122.4934,2396,3351,1712,88,,,,,,
Dinga,167773,Mk10,08/05/2017 04:15,Argos,B,35.6354,-122.4887,2674,3619,1975,92,,,,,,
Dinga,167773,Mk10,09/05/2017 01:31,Argos,A,35.4576,-122.4059,474,1561,143,90,,,,,,
Dinga,167773,Mk10,09/05/2017 01:41,Argos,B,35.4588,-122.4035,1584,2094,1197,89,,,,,,
Dinga,167773,Mk10,09/05/2017 02:14,Argos,B,35.4622,-122.3968,2275,2875,1799,87,,,,,,
Dinga,167773,Mk10,09/05/2017 03:10,Argos,B,35.4665,-122.3865,2785,3865,2006,76,,,,,,
Dinga,167773,Mk10,09/05/2017 03:20,Argos,B,35.4505,-122.4054,1030,3846,275,111,,,,,,
Dinga,167773,Mk10,09/05/2017 03:42,Argos,B,35.457,-122.4044,813,4026,164,84,,,,,,
Dinga,167773,Mk10,09/05/2017 13:02,Argos,B,35.2978,-122.5228,2338,10693,511,89,,,,,,
Dinga,167773,Mk10,09/05/2017 13:02,Argos,B,35.5328,-122.2973,3216,3934,2627,81,,,,,,
Dinga,167773,Mk10,10/05/2017 01:05,Argos,B,35.2033,-122.5197,3822,11377,1284,88,,,,,,
Dinga,167773,Mk10,10/05/2017 02:04,Argos,2,35.1893,-122.6547,394,485,319,100,,,,,,
Dinga,167773,Mk10,10/05/2017 02:54,Argos,1,35.1884,-122.6518,1105,11384,107,99,,,,,,
Dinga,167773,Mk10,11/05/2017 01:54,Argos,1,35.2883,-122.8907,756,2677,213,104,,,,,,
Dinga,167773,Mk10,11/05/2017 02:20,Argos,1,35.3125,-122.861,866,1346,556,100,,,,,,
Dinga,167773,Mk10,11/05/2017 02:22,Argos,2,35.3079,-122.8648,266,663,106,106,,,,,,
Dinga,167773,Mk10,11/05/2017 03:34,Argos,B,35.3073,-122.8996,2787,3433,2262,84,,,,,,
Dinga,167773,Mk10,11/05/2017 03:55,Argos,B,35.3354,-122.9579,2819,8774,905,70,,,,,,
Dinga,167773,Mk10,11/05/2017 04:42,Argos,B,35.3492,-122.9993,1684,9933,285,64,,,,,,
Dinga,167773,Mk10,12/05/2017 01:48,Argos,B,35.3439,-122.9893,4123,9044,1879,52,,,,,,
Dinga,167773,Mk10,12/05/2017 01:51,Argos,0,35.8133,-122.4273,5085,15942,1621,43,,,,,,
Dinga,167773,Mk10,12/05/2017 01:57,Argos,A,35.8151,-122.4234,4249,16124,1119,75,,,,,,
Dinga,167773,Mk10,12/05/2017 03:23,Argos,B,35.3733,-123.0219,4267,8415,2163,54,,,,,,
Dinga,167773,Mk10,12/05/2017 03:23,Argos,B,35.6691,-122.8706,38253,96208,15209,87,,,,,,
Dinga,167773,Mk10,12/05/2017 03:37,Argos,B,35.8189,-122.4261,19773,27369,14285,89,,,,,,
Dinga,167773,Mk10,12/05/2017 04:17,Argos,B,35.8342,-122.4726,2566,6967,945,98,,,,,,
Dinga,167773,Mk10,12/05/2017 05:11,Argos,B,35.8444,-122.4964,2605,6387,1062,93,,,,,,
Dinga,167773,Mk10,13/05/2017 01:18,Argos,B,36.0249,-123.1248,4472,12176,1642,84,,,,,,
Dinga,167773,Mk10,13/05/2017 01:37,Argos,B,35.9285,-122.3138,3903,13680,1113,80,,,,,,
Dinga,167773,Mk10,13/05/2017 01:37,Argos,B,35.9241,-122.3972,5875,30541,1130,84,,,,,,
Dinga,167773,Mk10,13/05/2017 02:58,Argos,B,35.9667,-122.2413,1135,12029,107,173,,,,,,
Dinga,167773,Mk10,13/05/2017 03:10,Argos,B,35.9254,-122.4003,5731,27968,1174,82,,,,,,
Dinga,167773,Mk10,13/05/2017 03:12,Argos,B,35.9508,-122.2395,418,3802,46,92,,,,,,
Dinga,167773,Mk10,14/05/2017 02:21,Argos,B,36.2179,-122.901,5635,8504,3733,86,,,,,,
Dinga,167773,Mk10,14/05/2017 02:48,Argos,0,35.8237,-122.2205,1845,2598,1310,26,,,,,,
Dinga,167773,Mk10,14/05/2017 03:05,Argos,B,35.8309,-122.2283,438,3008,63,111,,,,,,
Dinga,167773,Mk10,14/05/2017 03:39,Argos,B,35.836,-122.249,1149,1397,944,69,,,,,,
Dinga,167773,Mk10,15/05/2017 01:08,Argos,A,36.0648,-122.4446,316,768,130,131,,,,,,
Dinga,167773,Mk10,15/05/2017 01:56,Argos,3,36.0834,-122.4493,164,308,87,102,,,,,,
Dinga,167773,Mk10,15/05/2017 02:26,Argos,B,36.0867,-122.4429,614,2330,161,142,,,,,,
Dinga,167773,Mk10,15/05/2017 03:16,Argos,B,36.105,-122.4609,1164,1465,925,128,,,,,,
Dinga,167773,Mk10,15/05/2017 03:30,Argos,B,36.1017,-122.4544,1416,2233,897,120,,,,,,
Dinga,167773,Mk10,15/05/2017 13:08,Argos,3,36.2697,-122.5767,148,296,73,98,,,,,,
Dinga,167773,Mk10,15/05/2017 13:26,Argos,1,36.2767,-122.574,946,1455,614,55,,,,,,
Dinga,167773,Mk10,15/05/2017 13:33,Argos,B,36.272,-122.5874,1409,2598,764,74,,,,,,
Dinga,167773,Mk10,16/05/2017 01:23,Argos,B,36.4933,-122.7223,4521,42383,482,121,,,,,,
Dinga,167773,Mk10,16/05/2017 02:02,Argos,B,36.4902,-122.7092,786,15377,40,77,,,,,,
Dinga,167773,Mk10,16/05/2017 03:02,Argos,2,36.5247,-122.7089,480,1440,159,94,,,,,,
Dinga,167773,Mk10,16/05/2017 03:41,Argos,B,36.5332,-122.7523,1519,2384,968,85,,,,,,
Dinga,167773,Mk10,16/05/2017 04:20,Argos,B,36.5617,-122.7302,4108,9783,1724,143,,,,,,
Dinga,167773,Mk10,16/05/2017 04:40,Argos,B,36.5942,-122.7554,644,1218,340,43,,,,,,
Dinga,167773,Mk10,16/05/2017 04:41,Argos,B,36.5936,-122.7562,664,1147,383,44,,,,,,
Dinga,167773,Mk10,17/05/2017 01:33,Argos,B,37.0544,-123.0304,2631,84441,82,122,,,,,,
Dinga,167773,Mk10,17/05/2017 02:24,Argos,B,37.0038,-122.9194,10165,60984,1694,120,,,,,,
Dinga,167773,Mk10,17/05/2017 03:08,Argos,1,36.8653,-122.6443,1040,1972,548,176,,,,,,
Dinga,167773,Mk10,17/05/2017 05:13,Argos,B,36.8954,-122.5549,5735,17293,1901,71,,,,,,
Dinga,167773,Mk10,18/05/2017 01:11,Argos,B,36.9196,-122.6448,18725,23973,14624,45,,,,,,
Dinga,167773,Mk10,18/05/2017 02:18,Argos,0,36.9725,-122.7765,1772,15747,199,89,,,,,,
Dinga,167773,Mk10,18/05/2017 02:49,Argos,B,36.9701,-122.7912,2408,18389,315,135,,,,,,
Dinga,167773,Mk10,18/05/2017 03:45,Argos,B,36.977,-122.7944,841,8118,87,155,,,,,,
Dinga,167773,Mk10,18/05/2017 03:51,Argos,B,36.9682,-122.7902,1226,1552,967,67,,,,,,
Dinga,167773,Mk10,18/05/2017 05:31,Argos,2,36.9798,-122.789,267,678,104,86,,,,,,
Dinga,167773,Mk10,18/05/2017 13:17,Argos,2,36.9644,-122.8155,451,988,205,60,,,,,,
Dinga,167773,Mk10,19/05/2017 02:03,Argos,A,36.9508,-122.8755,2375,25060,225,116,,,,,,
